

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T11:05:04PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
199|SDSSCGB 04607|169.62917 |  -0.10719 |GGroup| 29979| 0.100000 |SST |17.21|  0.000|2|0|0|1|1|0|0
200|PM2GC GR1062|169.63840 |  -0.11820 |GGroup| 30069| 0.100300 |MST |     |  0.000|2|0|0|2|2|0|0
201|SDSSCGB 29350|169.87667 |  -0.09792 |GGroup| 30879| 0.103000 |SST |16.40|  0.000|1|0|0|1|1|0|0
202|SDSSCGB 43229|170.43375 |  -0.10603 |GGroup||||18.19|  0.000|1|0|0|1|0|0|0
203|WHL J112211.1-000416|170.54631 |  -0.07121 |GClstr|127442| 0.425100 |SPEC|     |  0.000|2|0|0|2|3|0|0
204|PM2GC GR1088|170.57560 |  -0.09760 |GGroup| 28510| 0.095100 |MST |     |  0.000|2|0|0|2|2|0|0
205|SDSS CE J170.784668-00.049256 |170.79208 |  -0.05389 |GClstr|120786| 0.402900 |PHOT|     |  0.000|2|0|0|1|2|0|0
206|SDSSCGB 49610|170.94875 |  -0.10236 |GGroup||||18.99|  0.000|1|0|0|1|0|0|0
207|SDSSCGB 56734|170.97292 |  -0.08428 |GGroup| 43470| 0.145000 |SST |17.34|  0.000|1|0|0|1|1|0|0
208|SDSS CE J171.035507-00.054870 |171.03542 |  -0.05500 |GClstr|106766| 0.356134 |EST |     |  0.000|1|0|0|1|1|0|0
209|SDSS CE J171.094452-00.105951 |171.09458 |  -0.10583 |GClstr|110168| 0.367481 |EST |     |  0.000|1|0|0|1|1|0|0
210|SDSSCGB 31420|171.19750 |  -0.12225 |GGroup||||19.28|  0.000|1|0|0|1|0|0|0
211|GMBCG J171.74182-00.13201|171.74182 |  -0.13201 |GClstr|102229| 0.341000 |PHOT|     |  0.000|1|0|0|1|1|0|0
212|KDR2 J112705.3-000814|171.77200 |  -0.13700 |GClstr| 83942| 0.280000 |PHOT|     |  0.000|1|0|0|1|1|0|0
213|SDSS CE J171.792343-00.130603 |171.79250 |  -0.13056 |GClstr| 82956| 0.276711 |EST |     |  0.000|1|0|0|1|1|0|0
214|WHL J112735.1-000722|171.89624 |  -0.12282 |GClstr| 82833| 0.276300 |SPEC|     |  0.000|3|0|0|3|4|0|0
215|GMBCG J172.65901-00.09322|172.65901 |  -0.09322 |GClstr|119917| 0.400000 |PHOT|     |  0.000|1|0|0|1|1|0|0
216|SDSSCGB 27283|174.09375 |  -0.05397 |GGroup| 78246| 0.261000 |SST |17.73|  0.000|1|0|0|1|1|0|0
217|WHL J113647.0-000516|174.19566 |  -0.08781 |GClstr|176338| 0.588200 |SPEC|     |  0.000|2|0|0|2|3|0|0
218|SDSS CE J174.205460-00.109182 |174.21750 |  -0.10889 |GClstr|133108| 0.444000 |PHOT|     |  0.000|3|0|0|1|3|0|0
219|SDSSCGB 19868|174.42958 |  -0.04508 |GGroup| 29380| 0.098000 |SST |16.33|  0.000|1|0|0|1|1|0|0
220|WHL J114332.8-000409|175.88681 |  -0.06924 |GClstr| 95064| 0.317100 |PHOT|     |  0.000|2|0|0|2|2|0|0
221|SDSSCGB 68778|175.91000 |  -0.13433 |GGroup||||19.15|  0.000|1|0|0|1|0|0|0
222|SDSS CE J175.911514-00.101519 |175.91167 |  -0.10139 |GClstr| 96562| 0.322096 |EST |     |  0.000|1|0|0|1|1|0|0
223|WHL J114345.1-000546|175.93792 |  -0.09611 |GClstr|100131| 0.334000 |PHOT|     |  0.000|2|0|0|1|2|0|0
224|SDSS CE J176.718002-00.093493 |176.71792 |  -0.09361 |GClstr| 77946| 0.260000 |PHOT|     |  0.000|2|0|0|2|2|0|0
225|HSCS J115004-000234|177.51720 |  -0.04285 |GClstr|279976| 0.933900 |PHOT|     |  0.000|1|0|0|1|1|0|0
226|SDSSCGB 37389|177.55167 |  -0.07636 |GGroup||||19.45|  0.000|1|0|0|1|0|0|0
227|[JCM2017] J177.86795-00.12341 |177.86795 |  -0.12341 |GClstr| 17862| 0.059580 |SPEC|     |  0.000|1|0|0|1|1|0|0
228|SDSS CE J177.927765-00.044141 |177.92792 |  -0.04417 |GClstr| 76153| 0.254019 |EST |     |  0.000|1|0|0|1|1|0|0
229|MSPM 09160|178.10930 |  -0.11000 |GClstr| 38424| 0.128170 |MUN |     |  0.000|1|0|0|1|1|0|0
230|WHL J115241.9-000334|178.17444 |  -0.05954 |GClstr|161588| 0.539000 |SPEC|     |  0.000|2|0|0|2|3|0|0
231|WHL J115319.1-000615|178.32948 |  -0.10425 |GClstr|175768| 0.586300 |PHOT|     |  0.000|2|0|0|2|2|0|0
232|HSCS J115334-000235|178.39051 |  -0.04319 |GClstr|164676| 0.549300 |PHOT|     |  0.000|1|0|0|1|1|0|0
233|SDSS CE J178.410095-00.060132 |178.41000 |  -0.06000 |GClstr|103365| 0.344788 |EST |     |  0.000|1|0|0|1|1|0|0
234|WHL J115356.5-000620|178.48558 |  -0.10554 |GClstr| 76687| 0.255800 |SPEC|     |  0.000|2|0|0|2|3|0|0
235|MOO J1153-0002|178.48667 |  -0.04778 |GClstr|317780| 1.060000 |PHOT|     |  0.000|1|0|0|1|1|0|0
236|HSCS J115407-000519|178.52957 |  -0.08858 |GClstr|258451| 0.862100 |PHOT|     |  0.000|1|0|0|1|1|0|0
237|HSCS J115416-000739|178.56596 |  -0.12740 |GClstr| 76921| 0.256580 |SPEC|     |  0.000|1|0|0|1|2|0|0
238|WHL J115417.0-000334|178.57083 |  -0.05944 |GClstr|146479| 0.488600 |PHOT|     |  0.000|1|0|0|1|1|0|1
239|SDSS CE J178.563644-00.127006 |178.57167 |  -0.12194 |GClstr| 77102| 0.257184 |PHOT|     |  0.000|6|0|0|3|5|0|0
240|WHL J115419.0-000307|178.57895 |  -0.05189 |GClstr| 75128| 0.250600 |SPEC|     |  0.000|4|0|0|3|4|0|1
241|GMBCG J178.63643-00.12170|178.63643 |  -0.12170 |GClstr|145699| 0.486000 |PHOT|     |  0.000|1|0|0|1|1|0|0
242|WHL J115515.0-000352|178.81250 |  -0.06444 |GClstr| 87120| 0.290600 |PHOT|     |  0.000|1|0|0|1|1|0|0
243|SDSSCGB 19894|179.54958 |  -0.07422 |GGroup||||20.67|  0.000|1|0|0|1|0|0|0
244|SDSSCG 053|179.58500 |  -0.08725 |GGroup| 31718| 0.105800 |    |     |  0.000|1|0|0|1|1|0|1
245|SDSS CE J179.602798-00.069173 |179.60292 |  -0.06917 |GClstr| 32006| 0.106760 |MUN |     |  0.000|3|0|0|2|2|0|1
246|HSCS J115825-000400|179.60293 |  -0.06670 |GClstr| 76789| 0.256140 |SPEC|     |  0.000|1|0|0|1|2|0|0
247|SDSS CE J179.650726-00.100919 |179.65083 |  -0.10083 |GClstr|120372| 0.401519 |EST |     |  0.000|1|0|0|1|1|0|0
248|[BMA2003] 438|179.80900 |  -0.05300 |GClstr| 67453| 0.225000 |EST |     |  0.000|1|0|0|1|1|0|0
249|SDSSCGB 34433|179.91333 |  -0.07742 |GGroup||||19.06|  0.000|1|0|0|1|0|0|0
250|MaxBCG J180.12030-00.12358|180.12030 |  -0.12358 |GClstr| 44534| 0.148550 |PHOT|     |  0.000|2|0|0|1|1|0|0
251|SDSSCG 058|180.23700 |  -0.13270 |GGroup| 60468| 0.201700 |PHOT|     |  0.000|1|0|0|1|1|0|0
252|SDSS CE J180.238678-00.135681 |180.23875 |  -0.13556 |GClstr| 52343| 0.174596 |EST |     |  0.000|1|0|0|1|1|0|0
253|GMBCG J180.27579-00.11711|180.27600 |  -0.11710 |GClstr| 63256| 0.211000 |PHOT|     |  0.000|2|0|0|1|2|0|0
254|WHL J120119.5-000632|180.33130 |  -0.10886 |GClstr| 49427| 0.164870 |SPEC|     |  0.000|3|0|0|3|4|0|0
255|GMBCG J180.34079-00.13868|180.34079 |  -0.13867 |GClstr| 94734| 0.316000 |PHOT|     |  0.000|1|0|0|1|1|0|0
256|SDSSCGA 01720|180.34250 |  -0.10569 |GGroup| 48866| 0.163000 |SST |16.98|  0.000|2|0|0|2|2|0|0
257|HSCS J120154-000428|180.47363 |  -0.07450 |GClstr|312384| 1.042000 |PHOT|     |  0.000|1|0|0|1|1|0|0
258|SDSSCGB 01834|180.47667 |  -0.06611 |GGroup||||19.00|  0.000|1|0|0|1|0|0|0
259|HSCS J120346-000635|180.94261 |  -0.10974 |GClstr|113412| 0.378300 |PHOT|     |  0.000|1|0|0|1|1|0|0
260|SDSS CE J180.945419-00.109725 |180.94542 |  -0.10972 |GClstr|113569| 0.378827 |EST |     |  0.000|1|0|0|1|1|0|0
261|PGC1 3292163 GROUP|181.27987 |  -0.11053 |GGroup||||     |  0.000|1|0|0|1|0|0|0
262|MSPM 09137|181.37820 |  -0.10070 |GClstr| 39090| 0.130390 |MUN |     |  0.000|1|0|0|1|1|0|0
263|SDSSCGB 36195|181.38542 |  -0.12478 |GGroup| 38973| 0.130000 |SST |17.26|  0.000|1|0|0|1|1|0|0
264|HSCS J120719-000532|181.82968 |  -0.09213 |GClstr|174000| 0.580400 |PHOT|     |  0.000|1|0|0|1|1|0|0
265|SDSS CE J181.844116-00.078041 |181.83417 |  -0.08083 |GClstr|135822| 0.453052 |PHOT|     |  0.000|6|0|0|4|6|0|0
266|KDR2 J121225.4-000549|183.10600 |  -0.09700 |GClstr|107925| 0.360000 |PHOT|     |  0.000|1|0|0|1|1|0|0
267|GMBCG J183.18429-00.08157|183.18429 |  -0.08157 |GClstr|124714| 0.416000 |PHOT|     |  0.000|1|0|0|1|1|0|0
268|[EKL2017] ECO 5315|183.36200 |  -0.09660 |GGroup|  6148| 0.020509 |AVG |     |  0.000|1|0|0|1|1|0|0
269|[BMA2003] 460|183.37100 |  -0.11300 |GClstr| 88439| 0.295000 |EST |     |  0.000|1|0|0|1|1|0|0
270|[EKL2017] ECO 9110|183.51700 |  -0.06960 |GGroup|  6154| 0.020526 |AVG |     |  0.000|1|0|0|1|1|0|0
271|SDSS CE J183.535553-00.136045 |183.53500 |  -0.13028 |GClstr|122315| 0.408000 |PHOT|     |  0.000|3|0|0|1|3|0|0
272|PM2GC GR1223|183.73700 |  -0.07930 |GGroup| 22424| 0.074800 |MST |     |  0.000|2|0|0|2|2|0|0
273|SDSS CE J183.798309-00.053150 |183.79833 |  -0.05306 |GClstr| 76153| 0.254019 |EST |     |  0.000|1|0|0|1|1|0|0
274|WHL J121512.8-000311|183.80318 |  -0.05308 |GClstr| 75248| 0.251000 |SPEC|     |  0.000|2|0|0|2|3|0|0
275|WHL J121624.8-000449|184.10332 |  -0.08031 |GClstr| 82750| 0.276024 |PHOT|     |  0.000|8|0|0|5|6|0|0
276|SDSS CE J184.108459-00.086488 |184.11667 |  -0.09389 |GClstr| 87434| 0.291650 |PHOT|     |  0.000|3|0|0|1|3|0|0
277|GMBCG J184.14050-00.09089|184.14050 |  -0.09089 |GClstr|133108| 0.444000 |PHOT|     |  0.000|1|0|0|1|1|0|0
278|WHL J121649.5-000309|184.20625 |  -0.05250 |GClstr|107596| 0.358900 |PHOT|     |  0.000|1|0|0|1|1|0|0
279|Mr20:[BFW2006] 00638|184.21744 |  -0.07273 |GGroup| 21108| 0.070410 |MUN |     |  0.000|1|0|0|1|1|0|0
280|[JCM2017] J184.32265-00.04592 |184.32265 |  -0.04592 |GClstr| 22221| 0.074120 |SPEC|     |  0.000|1|0|0|1|1|0|0
281|SDSSCGB 65133|184.70000 |  -0.07075 |GGroup||||19.24|  0.000|1|0|0|1|0|0|0
282|SDSSCGB 10965|184.83292 |  -0.04525 |GGroup||||18.95|  0.000|1|0|0|1|0|0|0
283|SDSS CE J184.838364-00.044418 |184.83833 |  -0.04444 |GClstr|102229| 0.341000 |PHOT|     |  0.000|2|0|0|1|2|0|0
284|SDSSCGB 12332|184.86833 |  -0.13817 |GGroup||||18.03|  0.000|1|0|0|1|0|0|0
285|RM J121941.6-000751.9|184.92327 |  -0.13107 |GClstr|107565| 0.358798 |PHOT|     |  0.000|3|0|0|2|2|0|0
286|WHL J121941.6-000752|184.92328 |  -0.13107 |GClstr|115060| 0.383800 |PHOT|     |  0.000|2|0|0|2|2|0|0
287|SDSS CE J185.054581-00.053162 |185.05458 |  -0.05306 |GClstr| 59145| 0.197288 |EST |     |  0.000|2|0|0|1|1|0|0
288|KDR2 J122025.4-000749|185.10600 |  -0.13000 |GClstr|119917| 0.400000 |PHOT|     |  0.000|1|0|0|1|1|0|0
289|SDSS CE J185.257080-00.069171 |185.26375 |  -0.07583 |GClstr|128911| 0.430000 |PHOT|     |  0.000|3|0|0|2|3|0|0
290|KDR2 J122155.7-000802|185.48200 |  -0.13400 |GClstr|125913| 0.420000 |PHOT|     |  0.000|1|0|0|1|1|0|0
291|SDSS CE J185.536255-00.052747 |185.53625 |  -0.05333 |GClstr|109484| 0.365200 |SPEC|     |  0.000|5|0|0|3|6|0|0
292|SDSSCGB 31679|185.53625 |  -0.05197 |GGroup|109424| 0.365000 |SST |18.62|  0.000|1|0|0|1|1|0|0
293|SDSSCGB 26870|185.58583 |  -0.11731 |GGroup||||17.99|  0.000|1|0|0|1|0|0|0
294|SDSSCGB 40487|186.62083 |  -0.09147 |GGroup||||18.81|  0.000|1|0|0|1|0|0|0
295|SDSS CE J186.667618-00.135784 |186.66750 |  -0.13583 |GClstr| 76153| 0.254019 |EST |     |  0.000|1|0|0|1|1|0|0
296|SDSS CE J186.838226-00.102448 |186.83833 |  -0.10250 |GClstr|110168| 0.367481 |EST |     |  0.000|1|0|0|1|1|0|0
297|SDSSCGB 18009|186.84708 |  -0.10433 |GGroup||||20.18|  0.000|1|0|0|1|0|0|0
298|[EKL2017] ECO 3874|187.47700 |  -0.05530 |GGroup|  6816| 0.022736 |AVG |     |  0.000|1|0|0|1|1|0|0
299|PM2GC GR1128|188.32620 |  -0.06080 |GGroup| 27431| 0.091500 |MST |     |  0.000|2|0|0|2|2|0|0
300|PM2GC GR1222|189.25260 |  -0.04840 |GGroup| 27161| 0.090600 |MST |     |  0.000|2|0|0|2|2|0|0
301|SDSS CE J189.640915-00.068835 |189.64083 |  -0.06889 |GClstr|176278| 0.588000 |PUN |     |  0.000|2|0|0|2|2|0|0
302|WHL J123835.8-000716|189.64905 |  -0.12104 |GClstr|177507| 0.592100 |SPEC|     |  0.000|2|0|0|2|3|0|0
303|WHL J123907.5-000739|189.78136 |  -0.12759 |GClstr|253654| 0.846100 |SUN |     |  0.000|2|0|0|2|2|0|0
304|WHL J123913.5-000748|189.80646 |  -0.13009 |GClstr|197983| 0.660400 |PHOT|     |  0.000|1|0|0|1|1|0|0
305|PGC1 1150986 GROUP|189.97921 |  -0.13887 |GGroup||||     |  0.000|1|0|0|1|0|0|0
306|[EKL2017] ECO 0265|190.33600 |  -0.10053 |GGroup|  4673| 0.015586 |AVG |     |  0.000|1|0|0|1|1|0|0
307|SDSS CE J190.429596-00.043862 |190.42958 |  -0.04389 |GClstr| 76153| 0.254019 |EST |     |  0.000|1|0|0|1|1|0|0
308|SDSSCGB 51590|190.44708 |  -0.12486 |GGroup||||19.24|  0.000|1|0|0|1|0|0|0
309|[FAC2011] CL_0223|190.46638 |  -0.05255 |GClstr|156501| 0.522030 |AVG |     |  0.000|1|0|0|1|2|0|0
310|SDSSCGB 16546|190.52042 |  -0.09383 |GGroup||||18.16|  0.000|1|0|0|1|0|0|0
311|SDSS CE J190.522644-00.046919 |190.52250 |  -0.04694 |GClstr|110168| 0.367481 |EST |     |  0.000|1|0|0|1|1|0|0
312|SDSSCGB 52824|190.89417 |  -0.06511 |GGroup||||19.79|  0.000|1|0|0|1|0|0|0
313|SDSS CE J190.897079-00.068684 |190.89708 |  -0.06861 |GClstr|127175| 0.424211 |EST |     |  0.000|1|0|0|1|1|0|0
314|[FAC2011] CL_0181|191.16378 |  -0.08267 |GClstr|172989| 0.577030 |AVG |     |  0.000|1|0|0|1|2|0|0
315|PM2GC GR1100|191.21420 |  -0.05790 |GGroup| 14570| 0.048600 |MST |     |  0.000|2|0|0|2|2|0|0
316|SDSS-C4-DR3 1429|191.23909 |  -0.04312 |GClstr| 14690| 0.049000 |SLS |     |  0.000|3|0|0|2|2|0|0
317|SDSSCGB 46159|191.32292 |  -0.06425 |GGroup||||20.07|  0.000|1|0|0|1|0|0|0
318|NSC J124730-000507|191.87717 |  -0.09717 |GClstr| 58100| 0.193800 |PHOT|     |  0.000|5|0|0|3|3|0|0
319|WHL J124742.5-000814|191.92694 |  -0.13725 |GClstr| 26951| 0.089900 |SPEC|     |  0.000|6|0|0|5|6|0|0
320|SDSS CE J192.525604-00.101508 |192.52542 |  -0.10139 |GClstr|143031| 0.477100 |SPEC|     |  0.000|4|0|0|3|5|0|0
321|WHL J125009.1-000654|192.53792 |  -0.11500 |GClstr|134697| 0.449300 |PHOT|     |  0.000|1|0|0|1|1|0|0
322|SDSS CE J193.084106-00.117877 |193.08417 |  -0.11778 |GClstr|106766| 0.356134 |EST |     |  0.000|1|0|0|1|1|0|0
323|WHL J125227.5-000717|193.11453 |  -0.12145 |GClstr|142971| 0.476900 |SPEC|     |  0.000|2|0|0|2|3|0|0
324|SDSSCGB 43052|193.12833 |  -0.12506 |GGroup||||19.85|  0.000|1|0|0|1|0|0|0
325|SDSSCGB 73055|193.76000 |  -0.10947 |GGroup||||19.67|  0.000|1|0|0|1|0|0|0
326|SDSS CE J193.968155-00.068217 |193.96833 |  -0.06833 |GClstr|106766| 0.356134 |EST |     |  0.000|1|0|0|1|1|0|0
327|GMBCG J194.02689-00.10914|194.02689 |  -0.10914 |GClstr|135506| 0.452000 |PHOT|     |  0.000|1|0|0|1|1|0|0
328|SDSSCGB 28481|195.07167 |  -0.06617 |GGroup||||19.13|  0.000|1|0|0|1|0|0|0
329|SDSSCGB 67043|195.59000 |  -0.08161 |GGroup||||18.81|  0.000|1|0|0|1|0|0|0
330|SDSS CE J195.975494-00.127200 |195.97542 |  -0.12722 |GClstr| 86357| 0.288057 |EST |     |  0.000|1|0|0|1|1|0|0
331|SDSS CE J196.222733-00.092751 |196.22292 |  -0.09278 |GClstr| 52343| 0.174596 |EST |     |  0.000|1|0|0|1|1|0|0
332|SDSS CE J196.284714-00.043092 |196.28458 |  -0.04306 |GClstr| 52343| 0.174596 |EST |     |  0.000|1|0|0|1|1|0|0
333|WHL J130511.6-000520|196.29827 |  -0.08897 |GClstr| 51265| 0.171000 |SPEC|     |  0.000|4|0|0|3|4|0|0
334|SDSS CE J196.393234-00.075755 |196.39333 |  -0.07583 |GClstr|103365| 0.344788 |EST |     |  0.000|1|0|0|1|1|0|0
335|SDSSCGB 44002|196.39625 |  -0.08953 |GGroup||||19.70|  0.000|1|0|0|1|0|0|0
336|WHL J130635.0-000739|196.64568 |  -0.12745 |GClstr|137875| 0.459900 |PHOT|     |  0.000|2|0|0|2|2|0|0
337|SDSS CE J196.656754-00.118738 |196.65000 |  -0.12306 |GClstr|133707| 0.446000 |PHOT|     |  0.000|3|0|0|1|3|0|0
338|GMBCG J196.67762-00.07904|196.67762 |  -0.07904 |GClstr| 94435| 0.315000 |PHOT|     |  0.000|1|0|0|1|1|0|0
339|SDSSCGB 20856|197.41042 |  -0.12450 |GGroup||||19.44|  0.000|1|0|0|1|0|0|0
340|SDSS CE J197.447693-00.069565 |197.44750 |  -0.06944 |GClstr| 55744| 0.185942 |EST |     |  0.000|1|0|0|1|1|0|0
341|SDSS CE J197.463196-00.126517 |197.46333 |  -0.12639 |GClstr| 79554| 0.265365 |EST |     |  0.000|1|0|0|1|1|0|0
342|PM2GC GR1203|197.60110 |  -0.11550 |GGroup| 28420| 0.094800 |MST |     |  0.000|2|0|0|2|2|0|0
343|PM2GC GR1220|197.76810 |  -0.05730 |GGroup| 28750| 0.095900 |MST |     |  0.000|2|0|0|2|2|0|0
344|SDSSCGB 33138|198.10458 |  -0.12547 |GGroup||||19.22|  0.000|1|0|0|1|0|0|0
345|SDSSCGB 07708|198.15167 |  -0.10853 |GGroup||||17.95|  0.000|1|0|0|1|0|0|0
346|MaxBCG J198.39254-00.07232|198.39254 |  -0.07233 |GClstr| 75293| 0.251150 |PHOT|     |  0.000|2|0|0|1|1|0|0
347|SDSS CE J198.455795-00.115674 |198.45583 |  -0.11556 |GClstr| 78546| 0.262000 |PHOT|     |  0.000|2|0|0|1|2|0|0
348|WH J131423.9-000327|198.59950 |  -0.05749 |GClstr|226733| 0.756300 |SUN |     |  0.000|1|0|0|1|1|0|0
349|[B2003] 19|199.02500 |  -0.08000 |GClstr||||     |  0.000|1|0|0|1|0|0|0
350|WHL J131640.3-000740|199.16777 |  -0.12768 |GClstr| 72160| 0.240700 |SPEC|     |  0.000|2|0|0|2|3|0|0
351|SDSSCGB 47605|199.52875 |  -0.10433 |GGroup||||18.37|  0.000|1|0|0|1|0|0|0
352|WHL J131918.8-000309|199.82816 |  -0.05253 |GClstr|140872| 0.469900 |SPEC|     |  0.000|2|0|0|2|3|0|0
353|WHL J131933.1-000409|199.88792 |  -0.06917 |GClstr| 34086| 0.113700 |PHOT|     |  0.000|1|0|0|1|1|0|0
354|MSPM 07624|199.91290 |  -0.09080 |GClstr| 33001| 0.110080 |MUN |     |  0.000|1|0|0|1|1|0|0
355|WHL J132115.4-000332|200.31396 |  -0.05902 |GClstr| 65834| 0.219600 |PHOT|     |  0.000|2|0|0|2|2|0|0
356|WHL J132123.8-000754|200.34926 |  -0.13171 |GClstr| 64935| 0.216600 |PHOT|     |  0.000|2|0|0|2|2|0|0
357|SDSS CE J200.394653-00.058437 |200.39458 |  -0.05833 |GClstr| 69350| 0.231327 |EST |     |  0.000|1|0|0|1|1|0|0
358|SDSSCGB 23458|200.93833 |  -0.07325 |GGroup||||19.58|  0.000|1|0|0|1|0|0|0
359|WHL J132356.3-000705|200.98470 |  -0.11817 |GClstr| 65445| 0.218300 |SPEC|     |  0.000|2|0|0|2|3|0|0
360|PM2GC GR1150|201.10030 |  -0.05270 |GGroup| 20206| 0.067400 |MST |     |  0.000|2|0|0|2|2|0|0
361|PM2GC GR1074|201.22170 |  -0.04740 |GGroup| 24403| 0.081400 |MST |     |  0.000|2|0|0|2|2|0|0
362|PM2GC GR1208|201.24410 |  -0.10150 |GGroup| 19876| 0.066300 |MST |     |  0.000|2|0|0|2|2|0|0
363|SDSSCGA 01543|201.24542 |  -0.08411 |GGroup||||16.08|  0.000|1|0|0|1|0|0|0
364|MSPM 03278|201.25090 |  -0.10000 |GClstr| 19918| 0.066440 |MUN |     |  0.000|1|0|0|1|1|0|0
365|[EKL2017] ECO 8015|202.12000 |  -0.11110 |GGroup|  5100| 0.017012 |AVG |     |  0.000|1|0|0|1|1|0|0
366|NSCS J132834-000317|202.14167 |  -0.05472 |GClstr||||     |  0.000|1|0|0|1|0|0|0
367|WHL J132835.2-000456|202.14687 |  -0.08222 |GClstr| 54023| 0.180200 |SPEC|     |  0.000|2|0|0|2|3|0|0
368|SDSSCGB 39980|202.24125 |  -0.04264 |GGroup| 78246| 0.261000 |SST |18.07|  0.000|1|0|0|1|1|0|0
369|[FAC2011] CL_0118|202.25038 |  -0.07166 |GClstr|146652| 0.489180 |AVG |     |  0.000|1|0|0|1|2|0|0
370|[EKL2017] ECO 4749|202.26400 |  -0.04350 |GGroup|  6354| 0.021194 |AVG |     |  0.000|1|0|0|1|1|0|0
371|SDSSCGB 71287|202.44792 |  -0.05797 |GGroup||||19.42|  0.000|1|0|0|1|0|0|0
372|SDSS CE J202.504745-00.090180 |202.50458 |  -0.09028 |GClstr| 59145| 0.197288 |EST |     |  0.000|1|0|0|1|1|0|0
373|WHL J133007.8-000515|202.53226 |  -0.08914 |GClstr| 78156| 0.260700 |SPEC|     |  0.000|3|0|0|3|4|0|0
374|SDSS CE J202.705368-00.089491 |202.70542 |  -0.08944 |GClstr| 72752| 0.242673 |EST |     |  0.000|1|0|0|1|1|0|0
375|SDSSCGB 64802|203.09833 |  -0.06433 |GGroup||||19.40|  0.000|1|0|0|1|0|0|0
376|WHL J133252.3-000623|203.21793 |  -0.10635 |GClstr|193087| 0.644068 |SUN |     |  0.000|3|0|0|3|4|0|0
377|PM2GC GR1198|203.70700 |  -0.05230 |GGroup| 23444| 0.078200 |MST |     |  0.000|2|0|0|2|2|0|0
378|PM2GC GR1226|203.93780 |  -0.12540 |GGroup| 25992| 0.086700 |MST |     |  0.000|2|0|0|2|2|0|0
379|SDSS CE J204.357956-00.045665 |204.35792 |  -0.04556 |GClstr| 93161| 0.310750 |EST |     |  0.000|1|0|0|1|1|0|0
380|SDSSCGB 55815|205.02292 |  -0.07753 |GGroup||||19.58|  0.000|1|0|0|1|0|0|0
381|SDSS CE J205.136002-00.055148 |205.13583 |  -0.05528 |GClstr|110168| 0.367481 |EST |     |  0.000|1|0|0|1|1|0|0
382|GMBCG J205.15045-00.05411|205.15045 |  -0.05411 |GClstr|127712| 0.426000 |PHOT|     |  0.000|1|0|0|1|1|0|0
383|SDSSCGB 63365|205.43708 |  -0.10256 |GGroup||||19.69|  0.000|1|0|0|1|0|0|0
384|[LP96] Cl1342+0009|206.11691 |  -0.10705 |GClstr||||     |  0.000|1|0|0|1|0|0|0
385|[BMA2003] 610|206.15400 |  -0.12000 |GClstr| 86940| 0.290000 |EST |     |  0.000|1|0|0|1|1|0|0
386|GMBCG J206.16027-00.06432|206.16027 |  -0.06432 |GClstr|124414| 0.415000 |PHOT|     |  0.000|1|0|0|1|1|0|0
387|SDSS CE J206.605896-00.122474 |206.60583 |  -0.12250 |GClstr| 55744| 0.185942 |EST |     |  0.000|1|0|0|1|1|0|0
388|SDSSCGB 19503|206.71708 |  -0.11914 |GGroup||||19.23|  0.000|1|0|0|1|0|0|0
389|SDSS CE J206.839706-00.075864 |206.84583 |  -0.07917 |GClstr|146911| 0.490043 |PHOT|     |  0.000|6|0|0|4|6|0|0
390|SDSS CE J206.854080-00.112816 |206.85417 |  -0.11278 |GClstr| 99963| 0.333442 |EST |     |  0.000|1|0|0|1|1|0|0
391|WHL J134751.9-000300|206.96613 |  -0.05004 |GClstr|166295| 0.554700 |SPEC|     |  0.000|2|0|0|2|3|0|0
392|[FAC2011] CL_0011|207.26433 |  -0.12939 |GClstr|183314| 0.611470 |AVG |     |  0.000|1|0|0|1|2|0|0
393|SDSSCGB 45841|207.27708 |  -0.12433 |GGroup||||17.86|  0.000|1|0|0|1|0|0|0
394|WHL J134907.2-000710|207.28011 |  -0.11943 |GClstr| 76837| 0.256300 |SPEC|     |  0.000|2|0|0|2|3|0|0
395|SDSS CE J207.940796-00.052242 |207.94083 |  -0.05222 |GClstr| 48941| 0.163250 |EST |     |  0.000|1|0|0|1|1|0|0
396|PM2GC GR1148|208.64570 |  -0.06650 |GGroup| 24763| 0.082600 |MST |     |  0.000|2|0|0|2|2|0|0
397|WHL J135733.0-000758|209.38747 |  -0.13290 |GClstr| 50065| 0.167000 |SPEC|     |  0.000|2|0|0|2|3|0|0
398|SDSSCGB 23419|210.19708 |  -0.04203 |GGroup||||18.15|  0.000|1|0|0|1|0|0|0
399|SDSSCGB 25000|210.37833 |  -0.12156 |GGroup||||18.11|  0.000|1|0|0|1|0|0|0
400|SDSS CE J210.467667-00.079639 |210.46750 |  -0.07972 |GClstr|127175| 0.424211 |EST |     |  0.000|1|0|0|1|1|0|0
401|GMBCG J210.76435-00.07694|210.76435 |  -0.07694 |GClstr|127712| 0.426000 |PHOT|     |  0.000|1|0|0|1|1|0|0
