

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T13:00:05PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
223|EIS J0952-2121|148.15042 | -21.36656 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
224|EIS J0952-2012|148.15125 | -20.21589 |GClstr|329772| 1.100000 | ?  |     |  0.000|1|0|0|1|1|0|0
225|EIS J0952-2138|148.15542 | -21.64044 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
226|EIS J0952-2102|148.17750 | -21.04908 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
227|EIS J0952-2048|148.18000 | -20.80514 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
228|EIS J0952-2112|148.19333 | -21.20225 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
229|EIS J0952-2150|148.19500 | -21.83753 |GClstr| 54862| 0.183000 |SLS |     |  0.000|2|0|0|1|1|0|0
230|EIS J0952-2103|148.19833 | -21.05075 |GClstr| 70751| 0.236000 |SLS |     |  0.000|2|0|0|1|1|0|0
231|EIS J0952-2144|148.20250 | -21.74244 |GClstr| 54862| 0.183000 |SLS |     |  0.000|2|0|0|1|1|0|0
232|EIS J0952-2009|148.20417 | -20.15756 |GClstr|269813| 0.900000 | ?  |     |  0.000|1|0|0|1|1|0|0
233|PGC1 0028466 GROUP|148.21097 | -33.74181 |GGroup||||     |  0.000|1|0|0|1|0|0|0
234|EIS J0952-2016|148.21208 | -20.28153 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
235|ABELL 3428|148.21735 | -33.73598 |GClstr| 18005| 0.060058 |PHOT|17.1J|  0.000|4|0|0|1|1|0|0
236|[DZ2015] 375|148.21800 | -16.02400 |GGroup|  9364| 0.031236 |SFO |     |  0.000|1|0|0|1|1|0|0
237|LDCE 0682|148.22875 | -16.05639 |GGroup|  9358| 0.031215 |SST |     |  0.000|1|0|0|1|1|0|0
238|EIS J0952-2018|148.23042 | -20.31044 |GClstr| 75548| 0.252000 |SLS |     |  0.000|2|0|0|1|1|0|0
239|EIS J0953-2053|148.27458 | -20.89164 |GClstr| 70451| 0.235000 |SLS |     |  0.000|2|0|0|1|1|0|0
240|EIS J0953-2105A|148.27625 | -21.09144 |GClstr|299792| 1.000000 | ?  |     |  0.000|1|0|0|1|1|0|0
241|EIS J0953-2145|148.28750 | -21.76397 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
242|RXGCC 329|148.29200 | -15.95400 |GClstr|  9533| 0.031800 |UUN |     |  0.000|1|0|0|1|1|0|0
243|EIS J0953-2105B|148.29250 | -21.09178 |GClstr|269813| 0.900000 | ?  |     |  0.000|1|0|0|1|1|0|0
244|MCXC J0953.2-1558|148.30042 | -15.98111 |GClstr|  9054| 0.030200 |    |     |  0.000|6|0|0|2|2|0|0
245|EIS J0953-2024|148.31375 | -20.40931 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
246|EIS J0953-2029|148.31417 | -20.48581 |GClstr|389730| 1.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
247|PGC1 0028497 GROUP|148.32835 | -25.07529 |GGroup||||     |  0.000|1|0|0|1|0|0|0
248|PGC1 0028492 GROUP|148.33757 | -18.64769 |GGroup||||     |  0.000|1|0|0|1|0|0|0
249|EIS J0953-2058|148.36250 | -20.97489 |GClstr|299792| 1.000000 | ?  |     |  0.000|1|0|0|1|1|0|0
250|PGC1 0028510 GROUP|148.38913 | -19.58312 |GGroup||||     |  0.000|1|0|0|1|0|0|0
251|EIS J0953-2156|148.39083 | -21.93614 |GClstr| 54262| 0.181000 |SLS |     |  0.000|2|0|0|1|1|0|0
252|EIS J0953-2048|148.39417 | -20.81436 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
253|[VN2000] 09|148.40941 | -23.80727 |GGroup||||     |  0.000|1|0|0|1|0|0|0
254|EIS J0953-2153|148.41292 | -21.89556 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
255|EIS J0953-2032|148.45708 | -20.54444 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
256|EIS J0953-2041|148.46458 | -20.69781 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
257|EIS J0953-2114|148.46958 | -21.24614 |GClstr|299792| 1.000000 | ?  |     |  0.000|1|0|0|1|1|0|0
258|EIS J0953-2017|148.48125 | -20.29244 |GClstr| 28480| 0.095000 |SLS |     |  0.000|2|0|0|1|1|0|0
259|LDCE 0683|148.49583 | -30.39000 |GGroup|  1078| 0.003596 |SST |     |  0.000|1|0|0|1|1|0|0
260|EIS J0954-2120|148.50500 | -21.33422 |GClstr|269813| 0.900000 | ?  |     |  0.000|1|0|0|1|1|0|0
261|SSCC 215|148.55000 | -25.50000 |GClstr| 14690| 0.049000 |UUN |     |  0.000|1|0|0|1|1|0|0
262|EIS J0954-2111|148.56375 | -21.19503 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
263|EIS J0954-2051|148.58167 | -20.86586 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
264|PGC1 0028559 GROUP|148.58889 | -22.74970 |GGroup||||     |  0.000|1|0|0|1|0|0|0
265|PGC1 0028565 GROUP|148.59566 | -33.11685 |GGroup||||     |  0.000|1|0|0|1|0|0|0
266|PGC1 0028570 GROUP|148.61707 | -18.63920 |GGroup||||     |  0.000|1|0|0|1|0|0|0
267|[TSK2008] 0498|148.62122 | -25.68143 |GGroup|  2199| 0.007335 |SUN |     |  0.000|1|0|0|1|1|0|0
268|[STH2017] 103107|148.62464 | -28.38102 |GGroup|   743| 0.002478 |UUN |     |  0.000|1|0|0|1|1|0|0
269|EIS J0954-2011|148.63667 | -20.18703 |GClstr|239834| 0.800000 | ?  |     |  0.000|1|0|0|1|1|0|0
270|EIS J0954-2023b|148.65417 | -20.38186 |GClstr|342063| 1.141000 |    |     |  0.000|1|0|0|1|1|0|0
271|EIS J0954-2023|148.69792 | -20.39867 |GClstr|284203| 0.948000 |    |     |  0.000|3|0|0|1|1|0|0
272|[STH2017] 100279|148.72876 | -26.45709 |GGroup|  2227| 0.007428 |UUN |     |  0.000|1|0|0|1|1|0|0
273|PGC1 0028576 GROUP|148.73475 | -28.25923 |GGroup||||     |  0.000|1|0|0|1|0|0|0
274|EIS J0954-2156|148.73542 | -21.93983 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
275|EIS J0954-2113|148.73958 | -21.21978 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
276|EIS J0955-2123|148.75542 | -21.38878 |GClstr| 60858| 0.203000 |SLS |     |  0.000|2|0|0|1|1|0|0
277|EIS J0955-2151|148.76708 | -21.85972 |GClstr| 34176| 0.114000 |SLS |     |  0.000|2|0|0|1|1|0|1
278|PGC1 0028606 GROUP|148.78734 | -33.13713 |GGroup||||     |  0.000|1|0|0|1|0|0|0
279|PGC1 0028607 GROUP|148.78968 | -33.21018 |GGroup||||     |  0.000|1|0|0|1|0|0|0
280|2MASSCL J0955-2933|148.79300 | -29.55200 |GClstr| 28480| 0.095000 |    |     |  0.000|1|0|0|1|1|0|0
281|EIS J0955-2034|148.80792 | -20.56675 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
282|PGC1 0028613 GROUP|148.80870 | -22.48283 |GGroup||||     |  0.000|1|0|0|1|0|0|0
283|EIS J0955-2037|148.82042 | -20.61781 |GClstr| 84841| 0.283000 |SLS |     |  0.000|2|0|0|1|1|0|0
284|EIS J0955-2137|148.82958 | -21.63325 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
285|EIS J0955-2144|148.83000 | -21.74292 |GClstr|179876| 0.600000 | ?  |     |  0.000|1|0|0|1|1|0|0
286|EIS J0955-2020|148.83250 | -20.34039 |GClstr| 19187| 0.064000 |SLS |     |  0.000|2|0|0|1|1|0|2
287|EIS J0955-2013|148.87792 | -20.23086 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
288|EIS J0955-2113|148.88458 | -21.23203 |GClstr|179876| 0.600000 | ?  |     |  0.000|2|0|0|1|1|0|0
289|EIS J0955-2008|148.90125 | -20.14061 |GClstr|299792| 1.000000 | ?  |     |  0.000|1|0|0|1|1|0|0
290|PGC1 0181908 GROUP|148.90258 | -16.96523 |GGroup||||     |  0.000|1|0|0|1|0|0|0
291|EIS J0955-2109|148.96292 | -21.16594 |GClstr|209855| 0.700000 | ?  |     |  0.000|1|0|0|1|1|0|0
292|[TSK2008] 0495|148.97674 | -32.74618 |GGroup|  2762| 0.009213 |SUN |     |  0.000|1|0|0|1|1|0|0
293|EIS J0955-2026|148.99375 | -20.44969 |GClstr|269813| 0.900000 | ?  |     |  0.000|1|0|0|1|1|0|0
294|EIS J0955-2107|148.99417 | -21.12211 |GClstr|389730| 1.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
295|[STH2017] 112880|149.00643 | -29.50090 |GGroup|  2079| 0.006935 |UUN |     |  0.000|1|0|0|1|1|0|0
296|EIS J0956-2054|149.01125 | -20.90239 |GClstr| 83642| 0.279000 |SLS |     |  0.000|2|0|0|1|1|0|0
297|PGC1 0028667 GROUP|149.03439 | -21.98839 |GGroup||||     |  0.000|1|0|0|1|0|0|0
298|EIS J0956-2024|149.04958 | -20.40589 |GClstr|359751| 1.200000 | ?  |     |  0.000|1|0|0|1|1|0|0
299|PGC1 0028673 GROUP|149.06166 | -29.60522 |GGroup||||     |  0.000|1|0|0|1|0|0|0
300|NGC 3087 GROUP NED01|149.06617 | -33.66926 |GGroup||||     |  0.000|3|0|0|1|0|0|0
301|EIS J0956-2101|149.10375 | -21.01992 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
302|EIS J0956-2059|149.10500 | -20.99717 |GClstr| 83852| 0.279700 |    |     |  0.000|2|0|0|1|1|0|0
303|EIS J0956-2009|149.11917 | -20.15761 |GClstr|149896| 0.500000 | ?  |     |  0.000|2|0|0|1|1|0|0
304|EIS J0956-2053|149.12083 | -20.89489 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
305|EIS J0956-2026|149.13417 | -20.44219 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
306|[STH2017] 103062|149.13761 | -28.34114 |GGroup|  2453| 0.008182 |UUN |     |  0.000|1|0|0|1|1|0|0
307|LDCE 0689|149.15042 | -19.36528 |GGroup|  3813| 0.012719 |SST |     |  0.000|1|0|0|1|1|0|0
308|PGC1 0028710 GROUP|149.17037 | -37.11670 |GGroup||||     |  0.000|1|0|0|1|0|0|0
309|PGC1 0028806 GROUP|149.20299 | -26.60199 |GGroup||||     |  0.000|1|0|0|1|0|0|0
310|HDCE 0554|149.21167 | -26.73111 |GGroup|  2456| 0.008192 |SST |     |  0.000|2|0|0|1|1|0|0
311|EIS J0956-2137|149.22250 | -21.63308 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
312|EIS J0956-2154|149.22333 | -21.91014 |GClstr|119917| 0.400000 | ?  |     |  0.000|1|0|0|1|1|0|0
313|EIS J0956-2044|149.23708 | -20.73828 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
314|EIS J0956-2107|149.24125 | -21.12592 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
315|EIS J0957-2104|149.25417 | -21.07711 |GClstr|329772| 1.100000 | ?  |     |  0.000|1|0|0|1|1|0|0
316|PGC1 0028732 GROUP|149.26261 | -32.25686 |GGroup||||     |  0.000|1|0|0|1|0|0|0
317|EIS J0957-2051|149.28000 | -20.86258 |GClstr| 72250| 0.241000 |SLS |     |  0.000|2|0|0|1|1|0|0
318|EIS J0957-2005|149.29000 | -20.09150 |GClstr|359751| 1.200000 | ?  |     |  0.000|1|0|0|1|1|0|0
319|EIS J0957-2038|149.29958 | -20.64628 |GClstr|149896| 0.500000 | ?  |     |  0.000|1|0|0|1|1|0|0
320|EIS J0957-2143|149.30167 | -21.72031 |GClstr| 60558| 0.202000 |SLS |     |  0.000|2|0|0|1|1|0|0
321|EIS J0957-2119|149.30417 | -21.32583 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
322|PGC1 2807085 GROUP|149.30836 | -48.87382 |GGroup||||     |  0.000|1|0|0|1|0|0|0
323|EIS J0957-2044|149.31583 | -20.74844 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
324|PSZ1 G253.10+29.81|149.32170 | -15.74520 |GClstr||||     |  0.000|2|0|1|2|0|0|0
325|EIS J0957-2150|149.33417 | -21.83664 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
326|PGC1 0028744 GROUP|149.33754 | -41.59074 |GGroup||||     |  0.000|1|0|0|1|0|0|0
327|[STH2017] 110751|149.34387 | -22.74812 |GGroup|  2140| 0.007138 |UUN |     |  0.000|1|0|0|1|1|0|0
328|EIS J0957-2013|149.35917 | -20.22264 |GClstr|179876| 0.600000 | ?  |     |  0.000|1|0|0|1|1|0|0
329|HDCE 0555|149.36250 | -31.92278 |GGroup|  2690| 0.008973 |SST |     |  0.000|1|0|0|1|1|0|0
330|EIS J0957-2016|149.37625 | -20.27375 |GClstr|179876| 0.600000 | ?  |     |  0.000|1|0|0|1|1|0|0
331|EIS J0957-2132|149.37958 | -21.54483 |GClstr| 89938| 0.300000 | ?  |     |  0.000|1|0|0|1|1|0|0
332|[STH2017] 112747|149.39608 | -39.99967 |GGroup|  2381| 0.007942 |UUN |     |  0.000|1|0|0|1|1|0|0
333|PGC1 0028766 GROUP|149.40675 | -18.17865 |GGroup||||     |  0.000|1|0|0|1|0|0|0
334|CARLA J0958-2904|149.50000 | -29.06667 |GClstr|417311| 1.392000 |AVG |     |  0.000|1|0|0|1|1|0|0
335|MCXC J0958.0-2650|149.50708 | -26.83806 |GClstr| 43470| 0.145000 |    |17.5:|  0.000|11|1|1|3|2|0|0
336|NGC 3054 GROUP|149.53140 | -27.24706 |GGroup||||     |  0.000|10|0|0|1|0|0|0
337|PSZ1 G259.06+24.58|149.57740 | -23.18790 |GClstr||||     |  0.000|2|0|1|2|0|0|0
338|PGC1 0028803 GROUP|149.58825 | -25.17384 |GGroup||||     |  0.000|1|0|0|1|0|0|0
339|NGC 3078 GROUP|149.60250 | -26.92694 |GGroup||||     |  0.000|1|0|0|1|0|0|0
340|[STH2017] 100075|149.61340 | -31.20616 |GGroup|  2354| 0.007852 |UUN |     |  0.000|1|0|0|1|1|0|0
341|PGC1 0096462 GROUP|149.65473 | -47.08332 |GGroup||||     |  0.000|1|0|0|1|0|0|0
342|[STH2017] 102074|149.67407 | -41.96871 |GGroup|  2751| 0.009176 |UUN |     |  0.000|1|0|0|1|1|0|0
343|[DZ2015] 299|149.71000 | -24.92700 |GGroup| 14839| 0.049497 |SFO |     |  0.000|1|0|0|1|1|0|0
344|PGC1 0028882 GROUP|149.77592 | -28.38078 |GGroup||||     |  0.000|1|0|0|1|0|0|0
345|ABELL S0621|149.79905 | -33.07330 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
346|PGC1 0028855 GROUP|149.81494 | -42.00051 |GGroup||||     |  0.000|1|0|0|1|0|0|0
347|ESO 435-IG 020|149.83838 | -28.13342 |G|   971| 0.003239 |S1L |14.38|  0.000|72|3|83|19|9|16|0
348|ABELL 3429|149.85026 | -24.97339 |GClstr| 14150| 0.047200 |    |16.9J|  0.000|13|0|0|1|1|0|0
349|PGC1 0028876 GROUP|149.87295 | -22.82637 |GGroup||||     |  0.000|1|0|0|1|0|0|0
350|[TSK2008] 0499|149.87926 | -22.82371 |GGroup|  2413| 0.008049 |SUN |     |  0.000|1|0|0|1|1|0|0
351|NGC 3091 GROUP|149.92252 | -19.28410 |GGroup|  3837| 0.012800 |    |     |  0.000|9|0|0|1|1|0|0
352|[DZ2015] 350|149.93100 | -19.53900 |GGroup|  4046| 0.013497 |SFO |     |  0.000|1|0|0|1|1|0|0
353|HDCE 0556|149.93667 | -19.84639 |GGroup|  3862| 0.012882 |SST |     |  0.000|1|0|0|1|1|0|0
354|PGC1 0028909 GROUP|149.94623 | -29.60884 |GGroup||||     |  0.000|1|0|0|1|0|0|0
355|PGC1 0028902 GROUP|149.96337 | -40.07754 |GGroup||||     |  0.000|1|0|0|1|0|0|0
356|[STH2017] 100357|149.96632 | -34.03970 |GGroup|  2567| 0.008563 |UUN |     |  0.000|1|0|0|1|1|0|0
357|PGC1 0028927 GROUP|149.98026 | -19.62839 |GGroup||||     |  0.000|1|0|0|1|0|0|0
358|PGC1 0028908 GROUP|149.98308 | -39.15761 |GGroup||||     |  0.000|1|0|0|1|0|0|0
359|PLCKESZ G264.41+19.48|150.00200 | -30.27600 |GClstr| 71950| 0.240000 |UUN |     |  0.000|6|0|0|2|2|0|0
360|SWXCS J100001-2244.3|150.00237 | -22.73842 |GClstr||||     |  0.000|1|0|1|1|0|0|0
361|[BM78] 375|150.00573 | -31.27379 |GClstr||||     |  0.000|1|0|0|1|0|0|0
362|SPT-CL J1000-3016|150.00650 | -30.27510 |GClstr| 62956| 0.210000 |PHOT|     |  0.000|1|0|0|1|1|0|0
363|[TSK2008] 0496|150.01565 | -28.32702 |GGroup|  2567| 0.008563 |SUN |     |  0.000|1|0|0|1|1|0|0
364|PSZ1 G264.40+19.49|150.02110 | -30.27340 |GClstr| 71950| 0.240000 |PHOT|     |  0.000|5|0|1|3|3|0|0
365|HCG 042:[CMI2006] B1|150.03750 | -19.59917 |GGroup| 54541| 0.181929 |    |     |  0.000|1|0|0|1|1|0|0
366|HCG 042:[CMI2006] B2|150.04917 | -19.65278 |GGroup| 72981| 0.243438 |    |20.0V|  0.000|1|0|0|1|1|0|0
367|HCG 042:[ZM98]|150.05458 | -19.64000 |GGroup|  3828| 0.012769 |    |     |  0.000|3|0|0|1|1|0|0
368|[DZ2015] 348|150.06000 | -19.56400 |GGroup|  3553| 0.011850 |SFO |     |  0.000|1|0|0|1|1|0|0
369|PGC1 0028932 GROUP|150.08162 | -24.80439 |GGroup||||     |  0.000|1|0|0|1|0|0|0
370|ABELL 3430|150.08247 | -22.65729 |GClstr||||17.4J|  0.000|3|0|0|1|0|0|0
371|HCG 042|150.09093 | -19.64924 |GGroup|  3830| 0.012776 |    |19.37|  0.000|74|1|0|3|3|0|0
372|PSZ2 G253.43+30.57|150.09207 | -15.41004 |GClstr||||     |  0.000|3|0|0|1|0|0|0
373|ABELL 0911|150.10239 | -15.39063 |GClstr||||17.5J|  0.000|5|0|0|1|0|0|0
374|PGC1 0028845 GROUP|150.11773 | -34.19673 |GGroup||||     |  0.000|1|0|0|1|0|0|0
375|SPT-CL J1000-2037|150.14760 | -20.61990 |GClstr|170882| 0.570000 |PHOT|     |  0.000|1|0|0|1|1|0|0
376|NGC 3100 GROUP|150.17000 | -31.66444 |GGroup||||     |  0.000|1|0|0|1|0|0|0
377|ABELL S0622|150.18128 | -38.19093 |GClstr| 12663| 0.042239 |    |16.1J|  0.000|2|0|0|1|1|0|0
378|PGC1 0028960 GROUP|150.18548 | -31.36371 |GGroup||||     |  0.000|1|0|0|1|0|0|0
379|ABELL 3431|150.20295 | -24.29092 |GClstr| 60228| 0.200899 |:   |17.4J|  0.000|2|0|0|1|1|0|0
380|ABELL S0623|150.26781 | -19.05772 |GClstr| 19357| 0.064568 |    |17.1J|  0.000|3|0|0|1|1|0|0
381|ABELL S0624|150.30630 | -38.29124 |GClstr||||15.8J|  0.000|2|0|0|1|0|0|0
382|ABELL 3432|150.35066 | -33.04131 |GClstr| 20641| 0.068851 |    |17.2J|  0.000|9|1|0|1|1|0|0
383|PGC1 0029022 GROUP|150.38506 | -20.38282 |GGroup||||     |  0.000|1|0|0|1|0|0|0
384|[STH2017] 111105|150.42706 | -27.49455 |GGroup|  2556| 0.008526 |UUN |     |  0.000|1|0|0|1|1|0|0
385|NGC 3087 GROUP NED02|150.44587 | -31.57042 |GGroup||||     |  0.000|1|0|0|1|0|0|0
386|PGC1 0029045 GROUP|150.45439 | -33.26152 |GGroup||||     |  0.000|1|0|0|1|0|0|0
387|PGC1 3750242 GROUP|150.46579 | -28.51032 |GGroup||||     |  0.000|1|0|0|1|0|0|0
388|HDCE 0559|150.51875 | -34.11583 |GGroup|  2810| 0.009373 |SST |     |  0.000|1|0|0|1|1|0|0
389|PGC1 4078652 GROUP|150.59149 | -25.35446 |GGroup||||     |  0.000|1|0|0|1|0|0|0
390|ABELL 3433|150.60726 | -31.27525 |GClstr| 57289| 0.191095 |    |17.2J|  0.000|2|0|0|1|1|0|0
391|PGC1 0029089 GROUP|150.64670 | -45.47446 |GGroup||||     |  0.000|1|0|0|1|0|0|0
392|PGC1 0029096 GROUP|150.67999 | -42.08969 |GGroup||||     |  0.000|1|0|0|1|0|0|0
393|ABELL S0625|150.73519 | -22.09220 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
394|[TSK2008] 0227|150.77721 | -26.15869 |GGroup|   403| 0.001344 |SUN |10.3B|  0.000|2|0|0|1|1|0|0
395|400d J1003-1925|150.77750 | -19.42972 |GClstr| 72850| 0.243000 |UUN |     |  0.000|4|0|1|2|2|0|1
396|PGC1 0029128 GROUP|150.78806 | -26.20660 |GGroup||||     |  0.000|1|0|0|1|0|0|0
397|[DZ2015] 382|150.79000 | -15.35000 |GGroup|  9274| 0.030936 |SFO |     |  0.000|1|0|0|1|1|0|0
398|PGC1 0029140 GROUP|150.83045 | -21.42935 |GGroup||||     |  0.000|1|0|0|1|0|0|0
399|ABELL 3434|150.86939 | -35.25924 |GClstr||||17.2J|  0.000|1|0|0|1|0|0|0
400|[STH2017] 900012|150.88256 | -49.71003 |GGroup|  1559| 0.005200 |UUN |     |  0.000|1|0|0|1|1|0|0
401|SSCC 216|150.91000 | -39.01000 |GClstr| 12291| 0.041000 |UUN |     |  0.000|1|0|0|1|1|0|0
402|PGC1 0029166 GROUP|150.92519 | -27.01688 |GGroup||||     |  0.000|1|0|0|1|0|0|0
403|PGC1 0029179 GROUP|150.96621 | -27.57080 |GGroup||||     |  0.000|1|0|0|1|0|0|0
404|ABELL 0916|150.96798 | -19.37607 |GClstr||||17.3J|  0.000|6|0|0|2|0|0|0
405|[STH2017] 111634|151.10094 | -41.04295 |GGroup|  2490| 0.008306 |UUN |     |  0.000|1|0|0|1|1|0|0
406|PGC1 3081689 GROUP|151.12878 | -19.46075 |GGroup||||     |  0.000|1|0|0|1|0|0|0
407|PGC1 0029216 GROUP|151.14428 | -28.44518 |GGroup||||     |  0.000|1|0|0|1|0|0|0
408|ABELL S0626|151.15541 | -32.27656 |GClstr| 26786| 0.089348 |    |17.2J|  0.000|4|0|0|1|1|0|0
409|HDCE 0563|151.16833 | -28.88278 |GGroup|  1061| 0.003539 |SST |     |  0.000|1|0|0|1|1|0|0
410|ABELL 3435|151.18271 | -31.59329 |GClstr||||17.3J|  0.000|1|0|0|1|0|0|0
411|PSZ1 G266.19+19.06|151.22380 | -31.67840 |GClstr| 77946| 0.260000 |PHOT|     |  0.000|2|0|1|2|2|0|0
412|SSCC 217|151.23000 | -32.00000 |GClstr| 26981| 0.090000 |UUN |     |  0.000|1|0|0|1|1|0|0
413|ABELL 3436|151.30755 | -31.74359 |GClstr||||17.2J|  0.000|1|0|0|1|0|0|0
414|ABELL S0627|151.34493 | -35.51036 |GClstr| 63185| 0.210762 |    |17.3J|  0.000|2|0|0|1|1|0|0
415|PGC1 0029319 GROUP|151.34810 | -44.30176 |GGroup||||     |  0.000|1|0|0|1|0|0|0
416|PGC1 2815812 GROUP|151.35430 | -32.03163 |GGroup||||     |  0.000|1|0|0|1|0|0|0
417|PGC1 0029281 GROUP|151.35850 | -17.79913 |GGroup||||     |  0.000|1|0|0|1|0|0|0
418|SSCC 218|151.36000 | -33.35000 |GClstr| 20386| 0.068000 |UUN |     |  0.000|1|0|0|1|1|0|0
419|LDCE 0703|151.38750 | -16.13083 |GGroup|  4819| 0.016074 |SST |     |  0.000|1|0|0|1|1|0|0
420|PGC1 0029290 GROUP|151.39839 | -21.79702 |GGroup||||     |  0.000|1|0|0|1|0|0|0
421|PGC1 0029310 GROUP|151.44738 | -41.71477 |GGroup||||     |  0.000|1|0|0|1|0|0|0
422|ESO 567- G 014|151.45196 | -21.26300 |G|  3631| 0.012112 |SLS |15.0R|  0.000|14|1|6|5|2|13|0
423|PGC1 0029313 GROUP|151.45222 | -21.26289 |GGroup||||     |  0.000|1|0|0|1|0|0|0
424|PGC1 0154630 GROUP|151.50101 | -42.85727 |GGroup||||     |  0.000|1|0|0|1|0|0|0
425|ABELL S0628|151.52979 | -39.74416 |GClstr|  9245| 0.030838 |    |15.1J|  0.000|2|0|0|1|1|0|0
426|LDCE 0704|151.60458 | -34.84167 |GGroup|  8836| 0.029474 |SST |     |  0.000|1|0|0|1|1|0|0
427|PGC1 2816694 GROUP|151.63085 | -32.04320 |GGroup||||     |  0.000|1|0|0|1|0|0|0
428|PGC1 0029366 GROUP|151.63869 | -29.93522 |GGroup||||     |  0.000|1|0|0|1|0|0|0
429|PGC1 0029377 GROUP|151.66977 | -19.21720 |GGroup||||     |  0.000|1|0|0|1|0|0|0
430|PGC1 0029380 GROUP|151.67286 | -41.11814 |GGroup||||     |  0.000|1|0|0|1|0|0|0
431|PGC1 0029394 GROUP|151.73411 | -25.29203 |GGroup||||     |  0.000|1|0|0|1|0|0|0
432|[STH2017] 102830|151.75239 | -28.24011 |GGroup|   819| 0.002732 |UUN |     |  0.000|1|0|0|1|1|0|0
433|400d J1007-2031|151.78500 | -20.52389 |GClstr| 31478| 0.105000 |UUN |     |  0.000|4|0|1|2|2|0|0
434|PSZ2 G269.57+15.70|151.79265 | -36.31719 |GClstr||||     |  0.000|3|0|0|1|0|0|0
435|AM 1005-260|151.83342 | -26.40146 |GGroup||||     |  0.000|1|0|0|1|0|0|0
436|PGC1 0029434 GROUP|151.85921 | -21.47658 |GGroup||||     |  0.000|1|0|0|1|0|0|0
437|ABELL S0629|151.93178 | -32.49504 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
438|SSCC 220|151.96000 | -39.83000 |GClstr|  4497| 0.015000 |UUN |     |  0.000|1|0|0|1|1|0|0
439|SSCC 219|151.96000 | -39.83000 |GClstr|  8994| 0.030000 |UUN |     |  0.000|1|0|0|1|1|0|0
440|MOO J1007-1547|151.99000 | -15.79889 |GClstr|278807| 0.930000 |PHOT|     |  0.000|1|0|0|1|1|0|0
441|PGC1 4076021 GROUP|152.04470 | -33.51718 |GGroup||||     |  0.000|1|0|0|1|0|0|0
442|PGC1 0029487 GROUP|152.10761 | -30.99570 |GGroup||||     |  0.000|1|0|0|1|0|0|0
443|PGC1 4614919 GROUP|152.12176 | -33.14305 |GGroup||||     |  0.000|1|0|0|1|0|0|0
444|MSCC 215|152.13000 | -24.84000 |GClstr| 44069| 0.147000 |UUN |     |  0.000|1|0|0|1|1|0|0
445|[STH2017] 109781|152.13568 | -34.77108 |GGroup|  2875| 0.009590 |UUN |     |  0.000|1|0|0|1|1|0|0
